Nome,Data,ValorKB,ValorPC,ValorNE
"TV Samsung T5300 43""",2022-04-12 22:00:00,R$ 1399.68,R$ 2668.88,R$ 1044.00
Nintendo Switch,2022-04-12 22:00:00,R$ 800.00,R$ 1554.80,R$ 1000.00
Xbox Series S,2022-04-12 23:00:00,R$ 1815.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-12 23:00:00,R$ 2460.00,R$ 3747.50,R$ 6468.00
"TV Samsung T5300 43""",2022-04-12 23:00:00,R$ 1200.00,R$ 3000.00,R$ 699.48
Nintendo Switch,2022-04-12 23:00:00,R$ 800.00,R$ 1554.80,R$ 1000.00
Xbox Series S,2022-04-13 00:00:00,R$ 1815.00,R$ 1000.00,R$ 1903.00
iPhone 11 64GB,2022-04-13 00:00:00,R$ 2804.40,R$ 2660.00,R$ 6468.00
"TV Samsung T5300 43""",2022-04-13 00:00:00,R$ 1716.00,R$ 1200.00,R$ 699.48
Nintendo Switch,2022-04-13 00:00:00,R$ 800.00,R$ 1554.80,R$ 1000.00
Xbox Series S,2022-04-13 01:00:00,R$ 1143.45,R$ 1000.00,R$ 1903.00
iPhone 11 64GB,2022-04-13 01:00:00,R$ 2460.00,R$ 2660.00,R$ 6468.00
"TV Samsung T5300 43""",2022-04-13 01:00:00,R$ 1716.00,R$ 1200.00,R$ 699.48
Nintendo Switch,2022-04-13 01:00:00,R$ 872.00,R$ 1554.80,R$ 1340.00
Xbox Series S,2022-04-13 02:00:00,R$ 1100.00,R$ 1000.00,R$ 1903.00
iPhone 11 64GB,2022-04-13 02:00:00,R$ 2460.00,R$ 2660.00,R$ 6468.00
"TV Samsung T5300 43""",2022-04-13 02:00:00,R$ 1716.00,R$ 1632.00,R$ 600.00
Nintendo Switch,2022-04-13 02:00:00,R$ 872.00,R$ 920.00,R$ 1340.00
Xbox Series S,2022-04-13 03:00:00,R$ 1386.00,R$ 1450.00,R$ 2588.08
iPhone 11 64GB,2022-04-13 03:00:00,R$ 3911.40,R$ 4096.40,R$ 3000.00
"TV Samsung T5300 43""",2022-04-13 03:00:00,R$ 1716.00,R$ 1632.00,R$ 1008.00
Nintendo Switch,2022-04-13 03:00:00,R$ 1508.56,R$ 1490.40,R$ 1340.00
Xbox Series S,2022-04-13 04:00:00,R$ 1386.00,R$ 1450.00,R$ 2588.08
iPhone 11 64GB,2022-04-13 04:00:00,R$ 5084.82,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-13 04:00:00,R$ 1200.00,R$ 1632.00,R$ 1500.00
Nintendo Switch,2022-04-13 04:00:00,R$ 1704.67,R$ 920.00,R$ 1541.00
Xbox Series S,2022-04-13 05:00:00,R$ 1100.00,R$ 1450.00,R$ 2588.08
iPhone 11 64GB,2022-04-13 05:00:00,R$ 5084.82,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-13 05:00:00,R$ 1200.00,R$ 2594.88,R$ 1500.00
Nintendo Switch,2022-04-13 05:00:00,R$ 2000.00,R$ 920.00,R$ 1541.00
Xbox Series S,2022-04-13 06:00:00,R$ 1100.00,R$ 1986.50,R$ 2588.08
iPhone 11 64GB,2022-04-13 06:00:00,R$ 6150.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-13 06:00:00,R$ 1200.00,R$ 1894.26,R$ 600.00
Nintendo Switch,2022-04-13 06:00:00,R$ 1880.00,R$ 1591.60,R$ 1541.00
Xbox Series S,2022-04-13 07:00:00,R$ 1100.00,R$ 2500.00,R$ 1242.28
iPhone 11 64GB,2022-04-13 07:00:00,R$ 6150.00,R$ 6184.50,R$ 3000.00
"TV Samsung T5300 43""",2022-04-13 07:00:00,R$ 1200.00,R$ 2140.52,R$ 600.00
Nintendo Switch,2022-04-13 07:00:00,R$ 1880.00,R$ 2275.99,R$ 1000.00
Xbox Series S,2022-04-13 08:00:00,R$ 1100.00,R$ 1000.00,R$ 1242.28
iPhone 11 64GB,2022-04-13 08:00:00,R$ 6150.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-13 08:00:00,R$ 1200.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-13 08:00:00,R$ 1880.00,R$ 2275.99,R$ 1000.00
Xbox Series S,2022-04-13 09:00:00,R$ 1100.00,R$ 1440.00,R$ 1242.28
iPhone 11 64GB,2022-04-13 09:00:00,R$ 6150.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-13 09:00:00,R$ 1716.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-13 09:00:00,R$ 2000.00,R$ 2275.99,R$ 1000.00
Xbox Series S,2022-04-13 10:00:00,R$ 1100.00,R$ 1915.20,R$ 1776.46
iPhone 11 64GB,2022-04-13 10:00:00,R$ 6150.00,R$ 4256.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-13 10:00:00,R$ 1716.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-13 10:00:00,R$ 2000.00,R$ 1911.83,R$ 1000.00
Xbox Series S,2022-04-13 11:00:00,R$ 1100.00,R$ 1915.20,R$ 1776.46
iPhone 11 64GB,2022-04-13 11:00:00,R$ 6150.00,R$ 4256.00,R$ 4980.00
"TV Samsung T5300 43""",2022-04-13 11:00:00,R$ 1716.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-13 11:00:00,R$ 2000.00,R$ 2255.96,R$ 1000.00
Xbox Series S,2022-04-13 12:00:00,R$ 1265.00,R$ 1915.20,R$ 1776.46
iPhone 11 64GB,2022-04-13 12:00:00,R$ 6150.00,R$ 4256.00,R$ 4980.00
"TV Samsung T5300 43""",2022-04-13 12:00:00,R$ 2436.72,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-13 12:00:00,R$ 2000.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-13 13:00:00,R$ 1265.00,R$ 1915.20,R$ 1776.46
iPhone 11 64GB,2022-04-13 13:00:00,R$ 6150.00,R$ 2660.00,R$ 7121.40
"TV Samsung T5300 43""",2022-04-13 13:00:00,R$ 2314.88,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-13 13:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-13 14:00:00,R$ 1100.00,R$ 1915.20,R$ 1883.05
iPhone 11 64GB,2022-04-13 14:00:00,R$ 2829.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-13 14:00:00,R$ 3000.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-13 14:00:00,R$ 1240.00,R$ 1407.60,R$ 1000.00
Xbox Series S,2022-04-13 15:00:00,R$ 1100.00,R$ 1704.53,R$ 1883.05
iPhone 11 64GB,2022-04-13 15:00:00,R$ 2829.00,R$ 4601.80,R$ 7500.00
"TV Samsung T5300 43""",2022-04-13 15:00:00,R$ 3000.00,R$ 1200.00,R$ 1020.00
Nintendo Switch,2022-04-13 15:00:00,R$ 1302.00,R$ 1407.60,R$ 1000.00
Xbox Series S,2022-04-13 16:00:00,R$ 1100.00,R$ 1943.16,R$ 1100.00
iPhone 11 64GB,2022-04-13 16:00:00,R$ 3196.77,R$ 6650.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-13 16:00:00,R$ 1200.00,R$ 1200.00,R$ 1020.00
Nintendo Switch,2022-04-13 16:00:00,R$ 1302.00,R$ 1083.85,R$ 1370.00
Xbox Series S,2022-04-13 17:00:00,R$ 1100.00,R$ 1943.16,R$ 1815.00
iPhone 11 64GB,2022-04-13 17:00:00,R$ 5242.70,R$ 6650.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-13 17:00:00,R$ 1200.00,R$ 1200.00,R$ 1020.00
Nintendo Switch,2022-04-13 17:00:00,R$ 2000.00,R$ 1268.11,R$ 1370.00
Xbox Series S,2022-04-13 18:00:00,R$ 1100.00,R$ 2500.00,R$ 1815.00
iPhone 11 64GB,2022-04-13 18:00:00,R$ 5242.70,R$ 6650.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-13 18:00:00,R$ 1284.00,R$ 1200.00,R$ 1020.00
Nintendo Switch,2022-04-13 18:00:00,R$ 2000.00,R$ 1268.11,R$ 1904.30
Xbox Series S,2022-04-13 19:00:00,R$ 1265.00,R$ 1600.00,R$ 1815.00
iPhone 11 64GB,2022-04-13 19:00:00,R$ 6150.00,R$ 5386.50,R$ 7500.00
"TV Samsung T5300 43""",2022-04-13 19:00:00,R$ 1630.68,R$ 1752.00,R$ 601.80
Nintendo Switch,2022-04-13 19:00:00,R$ 2000.00,R$ 920.00,R$ 1904.30
Xbox Series S,2022-04-13 20:00:00,R$ 1100.00,R$ 1600.00,R$ 1415.70
iPhone 11 64GB,2022-04-13 20:00:00,R$ 2460.00,R$ 5386.50,R$ 7500.00
"TV Samsung T5300 43""",2022-04-13 20:00:00,R$ 1200.00,R$ 1752.00,R$ 601.80
Nintendo Switch,2022-04-13 20:00:00,R$ 1480.00,R$ 920.00,R$ 1675.78
Xbox Series S,2022-04-13 21:00:00,R$ 1100.00,R$ 1000.00,R$ 2265.12
iPhone 11 64GB,2022-04-13 21:00:00,R$ 2460.00,R$ 5386.50,R$ 7500.00
"TV Samsung T5300 43""",2022-04-13 21:00:00,R$ 1200.00,R$ 1200.00,R$ 962.88
Nintendo Switch,2022-04-13 21:00:00,R$ 1243.20,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-13 22:00:00,R$ 1100.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-13 22:00:00,R$ 3025.80,R$ 5386.50,R$ 5325.00
"TV Samsung T5300 43""",2022-04-13 22:00:00,R$ 1200.00,R$ 1200.00,R$ 741.42
Nintendo Switch,2022-04-13 22:00:00,R$ 2000.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-13 23:00:00,R$ 1100.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-13 23:00:00,R$ 4841.28,R$ 5386.50,R$ 7500.00
"TV Samsung T5300 43""",2022-04-13 23:00:00,R$ 1656.00,R$ 1776.00,R$ 1282.65
Nintendo Switch,2022-04-13 23:00:00,R$ 1480.00,R$ 1251.20,R$ 1000.00
Xbox Series S,2022-04-14 00:00:00,R$ 1408.00,R$ 1670.00,R$ 1705.00
iPhone 11 64GB,2022-04-14 00:00:00,R$ 6150.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-14 00:00:00,R$ 1656.00,R$ 1776.00,R$ 1038.95
Nintendo Switch,2022-04-14 00:00:00,R$ 1346.80,R$ 2014.43,R$ 1280.00
Xbox Series S,2022-04-14 01:00:00,R$ 1408.00,R$ 1670.00,R$ 2750.00
iPhone 11 64GB,2022-04-14 01:00:00,R$ 4920.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-14 01:00:00,R$ 1656.00,R$ 1776.00,R$ 600.00
Nintendo Switch,2022-04-14 01:00:00,R$ 800.00,R$ 2014.43,R$ 1000.00
Xbox Series S,2022-04-14 02:00:00,R$ 1408.00,R$ 1670.00,R$ 1980.00
iPhone 11 64GB,2022-04-14 02:00:00,R$ 6150.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-14 02:00:00,R$ 1656.00,R$ 1200.00,R$ 642.00
Nintendo Switch,2022-04-14 02:00:00,R$ 800.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-14 03:00:00,R$ 1408.00,R$ 1000.00,R$ 2336.40
iPhone 11 64GB,2022-04-14 03:00:00,R$ 2460.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-14 03:00:00,R$ 1656.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-14 03:00:00,R$ 872.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-14 04:00:00,R$ 1100.00,R$ 1140.00,R$ 2750.00
iPhone 11 64GB,2022-04-14 04:00:00,R$ 4305.00,R$ 2660.00,R$ 4125.00
"TV Samsung T5300 43""",2022-04-14 04:00:00,R$ 1656.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-14 04:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-14 05:00:00,R$ 1100.00,R$ 1231.20,R$ 1100.00
iPhone 11 64GB,2022-04-14 05:00:00,R$ 5510.40,R$ 3963.40,R$ 4125.00
"TV Samsung T5300 43""",2022-04-14 05:00:00,R$ 1573.20,R$ 1200.00,R$ 798.00
Nintendo Switch,2022-04-14 05:00:00,R$ 800.00,R$ 1324.80,R$ 1170.00
Xbox Series S,2022-04-14 06:00:00,R$ 1100.00,R$ 1539.00,R$ 1100.00
iPhone 11 64GB,2022-04-14 06:00:00,R$ 5510.40,R$ 3963.40,R$ 5321.25
"TV Samsung T5300 43""",2022-04-14 06:00:00,R$ 1573.20,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-14 06:00:00,R$ 944.00,R$ 1324.80,R$ 1965.60
Xbox Series S,2022-04-14 07:00:00,R$ 1100.00,R$ 1031.13,R$ 1100.00
iPhone 11 64GB,2022-04-14 07:00:00,R$ 2460.00,R$ 5073.15,R$ 3245.96
"TV Samsung T5300 43""",2022-04-14 07:00:00,R$ 2501.39,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-14 07:00:00,R$ 1321.60,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-14 08:00:00,R$ 1595.00,R$ 1031.13,R$ 1100.00
iPhone 11 64GB,2022-04-14 08:00:00,R$ 2460.00,R$ 6650.00,R$ 3245.96
"TV Samsung T5300 43""",2022-04-14 08:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-14 08:00:00,R$ 1480.19,R$ 920.00,R$ 1680.00
Xbox Series S,2022-04-14 09:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-14 09:00:00,R$ 2460.00,R$ 4721.50,R$ 3000.00
"TV Samsung T5300 43""",2022-04-14 09:00:00,R$ 1200.00,R$ 1200.00,R$ 732.00
Nintendo Switch,2022-04-14 09:00:00,R$ 800.00,R$ 1554.80,R$ 1092.00
Xbox Series S,2022-04-14 10:00:00,R$ 1925.00,R$ 1000.00,R$ 1397.00
iPhone 11 64GB,2022-04-14 10:00:00,R$ 2460.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-14 10:00:00,R$ 1980.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-14 10:00:00,R$ 1136.00,R$ 1943.50,R$ 1496.04
Xbox Series S,2022-04-14 11:00:00,R$ 1925.00,R$ 1000.00,R$ 2360.93
iPhone 11 64GB,2022-04-14 11:00:00,R$ 2460.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-14 11:00:00,R$ 1200.00,R$ 1200.00,R$ 1050.00
Nintendo Switch,2022-04-14 11:00:00,R$ 1988.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-14 12:00:00,R$ 1925.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-14 12:00:00,R$ 3985.20,R$ 4921.00,R$ 3780.00
"TV Samsung T5300 43""",2022-04-14 12:00:00,R$ 1200.00,R$ 1488.00,R$ 600.00
Nintendo Switch,2022-04-14 12:00:00,R$ 1988.00,R$ 1587.00,R$ 1000.00
Xbox Series S,2022-04-14 13:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-14 13:00:00,R$ 5220.61,R$ 4921.00,R$ 3780.00
"TV Samsung T5300 43""",2022-04-14 13:00:00,R$ 1740.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-14 13:00:00,R$ 1988.00,R$ 1587.00,R$ 1000.00
Xbox Series S,2022-04-14 14:00:00,R$ 1892.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-14 14:00:00,R$ 6150.00,R$ 4182.85,R$ 5594.40
"TV Samsung T5300 43""",2022-04-14 14:00:00,R$ 1740.00,R$ 1776.00,R$ 600.00
Nintendo Switch,2022-04-14 14:00:00,R$ 1113.28,R$ 1587.00,R$ 1000.00
Xbox Series S,2022-04-14 15:00:00,R$ 1892.00,R$ 1000.00,R$ 1364.00
iPhone 11 64GB,2022-04-14 15:00:00,R$ 3321.00,R$ 2660.00,R$ 5594.40
"TV Samsung T5300 43""",2022-04-14 15:00:00,R$ 2836.20,R$ 3000.00,R$ 882.00
Nintendo Switch,2022-04-14 15:00:00,R$ 1113.28,R$ 1587.00,R$ 1000.00
Xbox Series S,2022-04-14 16:00:00,R$ 2750.00,R$ 1350.00,R$ 1213.96
iPhone 11 64GB,2022-04-14 16:00:00,R$ 2460.00,R$ 3032.40,R$ 5594.40
"TV Samsung T5300 43""",2022-04-14 16:00:00,R$ 3000.00,R$ 1200.00,R$ 1428.84
Nintendo Switch,2022-04-14 16:00:00,R$ 800.00,R$ 1698.09,R$ 1000.00
Xbox Series S,2022-04-14 17:00:00,R$ 2750.00,R$ 1350.00,R$ 1213.96
iPhone 11 64GB,2022-04-14 17:00:00,R$ 2460.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-14 17:00:00,R$ 3000.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-14 17:00:00,R$ 800.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-14 18:00:00,R$ 1100.00,R$ 1000.00,R$ 1966.62
iPhone 11 64GB,2022-04-14 18:00:00,R$ 2460.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-14 18:00:00,R$ 3000.00,R$ 1200.00,R$ 1008.00
Nintendo Switch,2022-04-14 18:00:00,R$ 1384.00,R$ 1403.00,R$ 1000.00
Xbox Series S,2022-04-14 19:00:00,R$ 1342.00,R$ 1000.00,R$ 1966.62
iPhone 11 64GB,2022-04-14 19:00:00,R$ 2460.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-14 19:00:00,R$ 3000.00,R$ 1440.00,R$ 600.00
Nintendo Switch,2022-04-14 19:00:00,R$ 954.96,R$ 1403.00,R$ 1330.00
Xbox Series S,2022-04-14 20:00:00,R$ 1100.00,R$ 1310.00,R$ 1966.62
iPhone 11 64GB,2022-04-14 20:00:00,R$ 2460.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-14 20:00:00,R$ 3000.00,R$ 1200.00,R$ 1020.00
Nintendo Switch,2022-04-14 20:00:00,R$ 954.96,R$ 1403.00,R$ 1742.30
Xbox Series S,2022-04-14 21:00:00,R$ 1782.00,R$ 1000.00,R$ 1297.97
iPhone 11 64GB,2022-04-14 21:00:00,R$ 2460.00,R$ 2660.00,R$ 6000.00
"TV Samsung T5300 43""",2022-04-14 21:00:00,R$ 3000.00,R$ 1200.00,R$ 1081.20
Nintendo Switch,2022-04-14 21:00:00,R$ 1575.68,R$ 2230.77,R$ 2299.84
Xbox Series S,2022-04-14 22:00:00,R$ 1100.00,R$ 1000.00,R$ 2219.52
iPhone 11 64GB,2022-04-14 22:00:00,R$ 2460.00,R$ 3936.80,R$ 6000.00
"TV Samsung T5300 43""",2022-04-14 22:00:00,R$ 3000.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-14 22:00:00,R$ 1229.03,R$ 936.92,R$ 2500.00
Xbox Series S,2022-04-14 23:00:00,R$ 1100.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-14 23:00:00,R$ 3099.60,R$ 4606.06,R$ 6000.00
"TV Samsung T5300 43""",2022-04-14 23:00:00,R$ 3000.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-14 23:00:00,R$ 1229.03,R$ 920.00,R$ 2500.00
Xbox Series S,2022-04-15 00:00:00,R$ 1100.00,R$ 1270.00,R$ 1100.00
iPhone 11 64GB,2022-04-15 00:00:00,R$ 2460.00,R$ 3776.97,R$ 7080.00
"TV Samsung T5300 43""",2022-04-15 00:00:00,R$ 3000.00,R$ 1200.00,R$ 768.00
Nintendo Switch,2022-04-15 00:00:00,R$ 1732.94,R$ 920.00,R$ 1850.00
Xbox Series S,2022-04-15 01:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-15 01:00:00,R$ 2460.00,R$ 2660.00,R$ 7080.00
"TV Samsung T5300 43""",2022-04-15 01:00:00,R$ 2460.00,R$ 1200.00,R$ 1044.48
Nintendo Switch,2022-04-15 01:00:00,R$ 2000.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-15 02:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-15 02:00:00,R$ 2878.20,R$ 2660.00,R$ 5734.80
"TV Samsung T5300 43""",2022-04-15 02:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-15 02:00:00,R$ 2000.00,R$ 1150.00,R$ 1000.00
Xbox Series S,2022-04-15 03:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-15 03:00:00,R$ 2878.20,R$ 3617.60,R$ 5734.80
"TV Samsung T5300 43""",2022-04-15 03:00:00,R$ 1200.00,R$ 1200.00,R$ 636.00
Nintendo Switch,2022-04-15 03:00:00,R$ 2000.00,R$ 1150.00,R$ 1000.00
Xbox Series S,2022-04-15 04:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-15 04:00:00,R$ 2460.00,R$ 2660.00,R$ 5734.80
"TV Samsung T5300 43""",2022-04-15 04:00:00,R$ 1968.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-15 04:00:00,R$ 1680.00,R$ 1863.00,R$ 1000.00
Xbox Series S,2022-04-15 05:00:00,R$ 1100.00,R$ 1540.00,R$ 1100.00
iPhone 11 64GB,2022-04-15 05:00:00,R$ 2878.20,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-15 05:00:00,R$ 1357.92,R$ 1200.00,R$ 822.00
Nintendo Switch,2022-04-15 05:00:00,R$ 1680.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-15 06:00:00,R$ 1100.00,R$ 1663.20,R$ 1100.00
iPhone 11 64GB,2022-04-15 06:00:00,R$ 3741.66,R$ 2660.00,R$ 3180.00
"TV Samsung T5300 43""",2022-04-15 06:00:00,R$ 1697.40,R$ 1380.00,R$ 822.00
Nintendo Switch,2022-04-15 06:00:00,R$ 2000.00,R$ 1472.00,R$ 1100.00
Xbox Series S,2022-04-15 07:00:00,R$ 1100.00,R$ 1663.20,R$ 1100.00
iPhone 11 64GB,2022-04-15 07:00:00,R$ 6150.00,R$ 2660.00,R$ 3180.00
"TV Samsung T5300 43""",2022-04-15 07:00:00,R$ 2393.33,R$ 2083.80,R$ 1150.80
Nintendo Switch,2022-04-15 07:00:00,R$ 2000.00,R$ 1074.56,R$ 1100.00
Xbox Series S,2022-04-15 08:00:00,R$ 1100.00,R$ 1164.24,R$ 1221.00
iPhone 11 64GB,2022-04-15 08:00:00,R$ 5842.50,R$ 2660.00,R$ 3402.60
"TV Samsung T5300 43""",2022-04-15 08:00:00,R$ 3000.00,R$ 1833.74,R$ 600.00
Nintendo Switch,2022-04-15 08:00:00,R$ 800.00,R$ 1074.56,R$ 1000.00
Xbox Series S,2022-04-15 09:00:00,R$ 1100.00,R$ 1222.45,R$ 1831.50
iPhone 11 64GB,2022-04-15 09:00:00,R$ 3388.65,R$ 2660.00,R$ 3402.60
"TV Samsung T5300 43""",2022-04-15 09:00:00,R$ 2490.00,R$ 1200.00,R$ 774.00
Nintendo Switch,2022-04-15 09:00:00,R$ 1224.00,R$ 1074.56,R$ 1000.00
Xbox Series S,2022-04-15 10:00:00,R$ 1100.00,R$ 1222.45,R$ 1100.00
iPhone 11 64GB,2022-04-15 10:00:00,R$ 2460.00,R$ 2660.00,R$ 3402.60
"TV Samsung T5300 43""",2022-04-15 10:00:00,R$ 2490.00,R$ 2052.00,R$ 774.00
Nintendo Switch,2022-04-15 10:00:00,R$ 1652.40,R$ 1300.22,R$ 1000.00
Xbox Series S,2022-04-15 11:00:00,R$ 1100.00,R$ 1283.57,R$ 1100.00
iPhone 11 64GB,2022-04-15 11:00:00,R$ 2460.00,R$ 2660.00,R$ 3844.94
"TV Samsung T5300 43""",2022-04-15 11:00:00,R$ 2913.30,R$ 2052.00,R$ 719.82
Nintendo Switch,2022-04-15 11:00:00,R$ 2000.00,R$ 2184.37,R$ 1000.00
Xbox Series S,2022-04-15 12:00:00,R$ 1100.00,R$ 1424.77,R$ 1100.00
iPhone 11 64GB,2022-04-15 12:00:00,R$ 2460.00,R$ 2660.00,R$ 3844.94
"TV Samsung T5300 43""",2022-04-15 12:00:00,R$ 2039.31,R$ 2052.00,R$ 1223.69
Nintendo Switch,2022-04-15 12:00:00,R$ 2000.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-15 13:00:00,R$ 1100.00,R$ 1966.18,R$ 1166.00
iPhone 11 64GB,2022-04-15 13:00:00,R$ 3271.80,R$ 2660.00,R$ 3844.94
"TV Samsung T5300 43""",2022-04-15 13:00:00,R$ 3000.00,R$ 2831.76,R$ 770.93
Nintendo Switch,2022-04-15 13:00:00,R$ 2000.00,R$ 2300.00,R$ 1280.00
Xbox Series S,2022-04-15 14:00:00,R$ 1100.00,R$ 1966.18,R$ 1100.00
iPhone 11 64GB,2022-04-15 14:00:00,R$ 4547.80,R$ 2660.00,R$ 5690.51
"TV Samsung T5300 43""",2022-04-15 14:00:00,R$ 3000.00,R$ 3000.00,R$ 770.93
Nintendo Switch,2022-04-15 14:00:00,R$ 2000.00,R$ 2300.00,R$ 1868.80
Xbox Series S,2022-04-15 15:00:00,R$ 1100.00,R$ 2500.00,R$ 1100.00
iPhone 11 64GB,2022-04-15 15:00:00,R$ 4547.80,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-15 15:00:00,R$ 3000.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-15 15:00:00,R$ 2000.00,R$ 2300.00,R$ 1868.80
Xbox Series S,2022-04-15 16:00:00,R$ 1584.00,R$ 1000.00,R$ 1540.00
iPhone 11 64GB,2022-04-15 16:00:00,R$ 4547.80,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-15 16:00:00,R$ 2430.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-15 16:00:00,R$ 940.00,R$ 2300.00,R$ 1868.80
Xbox Series S,2022-04-15 17:00:00,R$ 1584.00,R$ 1000.00,R$ 1632.40
iPhone 11 64GB,2022-04-15 17:00:00,R$ 4547.80,R$ 2660.00,R$ 4680.00
"TV Samsung T5300 43""",2022-04-15 17:00:00,R$ 1773.90,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-15 17:00:00,R$ 940.00,R$ 2300.00,R$ 1868.80
Xbox Series S,2022-04-15 18:00:00,R$ 2185.92,R$ 1000.00,R$ 1632.40
iPhone 11 64GB,2022-04-15 18:00:00,R$ 4547.80,R$ 3351.60,R$ 7500.00
"TV Samsung T5300 43""",2022-04-15 18:00:00,R$ 1773.90,R$ 1356.00,R$ 600.00
Nintendo Switch,2022-04-15 18:00:00,R$ 800.00,R$ 2300.00,R$ 2500.00
Xbox Series S,2022-04-15 19:00:00,R$ 2185.92,R$ 1000.00,R$ 1632.40
iPhone 11 64GB,2022-04-15 19:00:00,R$ 6150.00,R$ 5798.27,R$ 3000.00
"TV Samsung T5300 43""",2022-04-15 19:00:00,R$ 1951.29,R$ 2264.52,R$ 870.00
Nintendo Switch,2022-04-15 19:00:00,R$ 1256.00,R$ 2300.00,R$ 2500.00
